,OrderID,OrderDate,RequiredDate,ItemCount,OrderTotal,WeightedDiscount,CustomerId,CustomerCompany,CustomerCity,CustomerRegion,CustomerCountry,ShipCity,ShipRegion,ShipCountry,EmployeeId,EmployeeHireDate,EmployeeCity,EmployeeRegion,EmployeeCountry,EmployeeSuper,Discount,OrderTotalLog,ItemCountLog,OrderTotalSqrt,ItemCountSqrt,OrderTotalCbrt,ItemCountCbrt,OrderTotal4rt,ItemCount4rt
17,10265,2012-07-25,2012-08-22,50,1176.0,0.0,BLONP,Blondesddsl père et fils,Strasbourg,Western Europe,France,Strasbourg,Western Europe,France,2,2024-08-14,Tacoma,North America,USA,,0.0,7.069874128458572,3.912023005428146,34.292856398964496,7.0710678118654755,10.555264175808151,3.6840314986403864,5.856010279957208,2.6591479484724942
18,10266,2012-07-26,2012-09-06,12,346.55999999999995,0.05000000000000001,WARTH,Wartian Herkku,Oulu,Scandinavia,Finland,Oulu,Scandinavia,Finland,3,2024-04-01,Kirkland,North America,USA,2.0,0.05,5.848055963812626,2.4849066497880004,18.616122045152153,3.4641016151377544,7.024134381677062,2.2894284851066637,4.314640430574968,1.8612097182041991
19,10267,2012-07-29,2012-08-26,135,3536.6,0.09444444444444444,FRANK,Frankenversand,München,Western Europe,Germany,München,Western Europe,Germany,4,2025-05-03,Redmond,North America,USA,2.0,0.1,8.170921092620876,4.90527477843843,59.46931982123219,11.61895003862225,15.235684855597698,5.12992784003009,7.711635353232944,3.408658099402498
20,10268,2012-07-30,2012-08-27,14,1101.2,0.0,GROSR,GROSELLA-Restaurante,Caracas,South America,Venezuela,Caracas,South America,Venezuela,8,2026-03-05,Seattle,North America,USA,2.0,0.0,7.004155773268453,2.6390573296152584,33.184333653096004,3.7416573867739413,10.326553536266228,2.4101422641752297,5.7605844888427775,1.9343364202676694
21,10269,2012-07-31,2012-08-14,80,642.1999999999999,0.05,WHITC,White Clover Markets,Seattle,North America,USA,Seattle,North America,USA,5,2025-10-17,London,British Isles,UK,2.0,0.05,6.464899781655413,4.382026634673881,25.341665296503304,8.94427190999916,8.627601959492587,4.308869380063767,5.034050585413629,2.990697562442441
22,10270,2012-08-01,2012-08-29,55,1376.0,0.0,WARTH,Wartian Herkku,Oulu,Scandinavia,Finland,Oulu,Scandinavia,Finland,1,2024-05-01,Seattle,North America,USA,2.0,0.0,7.226936018493289,4.007333185232471,37.094473981982816,7.416198487095663,11.12259553304247,3.802952460761391,6.090523292951339,2.7232698153315003
23,10271,2012-08-01,2012-08-29,24,48.0,0.0,SPLIR,Split Rail Beer & Ale,Lander,North America,USA,Lander,North America,USA,6,2025-10-17,London,British Isles,UK,5.0,0.0,3.871201010907891,3.1780538303479458,6.928203230275509,4.898979485566356,3.634241185664279,2.8844991406148166,2.6321480259049848,2.213363839400643
24,10272,2012-08-02,2012-08-30,70,1456.0,0.0,RATTC,Rattlesnake Canyon Grocery,Albuquerque,North America,USA,Albuquerque,North America,USA,6,2025-10-17,London,British Isles,UK,5.0,0.0,7.283448228756631,4.248495242049359,38.157568056677825,8.366600265340756,11.334102216194125,4.121285299808556,6.177181238775322,2.892507608519078
25,10273,2012-08-05,2012-09-02,152,2037.2800000000002,0.04342105263157895,QUICK,QUICK-Stop,Cunewalde,Western Europe,Germany,Cunewalde,Western Europe,Germany,3,2024-04-01,Kirkland,North America,USA,2.0,0.05,7.619370863825125,5.0238805208462765,45.136238212770905,12.328828005937952,12.677012169737191,5.336803297443889,6.718350855140784,3.5112430855664143
26,10274,2012-08-06,2012-09-03,27,538.6,0.0,VINET,Vins et alcools Chevalier,Reims,Western Europe,France,Reims,Western Europe,France,6,2025-10-17,London,British Isles,UK,5.0,0.0,6.288973180377498,3.295836866004329,23.207757323791544,5.196152422706632,8.136209380318373,3.0,4.817443027560528,2.2795070569547775
27,10275,2012-08-07,2012-09-04,18,291.84,0.05000000000000001,MAGAA,Magazzini Alimentari Riuniti,Bergamo,Southern Europe,Italy,Bergamo,Southern Europe,Italy,1,2024-05-01,Seattle,North America,USA,2.0,0.05,5.676205706885966,2.8903717578961645,17.083325203250098,4.242640687119285,6.633075473479757,2.6207413942088964,4.1331979390358375,2.0597671439071177
28,10276,2012-08-08,2012-08-22,25,420.0,0.0,TORTU,Tortuga Restaurante,México D.F.,Central America,Mexico,México D.F.,Central America,Mexico,8,2026-03-05,Seattle,North America,USA,2.0,0.0,6.040254711277414,3.2188758248682006,20.493901531919196,5.0,7.488872387218507,2.924017738212866,4.52701905583787,2.23606797749979
29,10277,2012-08-09,2012-09-06,32,1200.8,0.0,MORGK,Morgenstern Gesundkost,Leipzig,Western Europe,Germany,Leipzig,Western Europe,Germany,2,2024-08-14,Tacoma,North America,USA,,0.0,7.090743280319252,3.4657359027997265,34.652561232901675,5.656854249492381,10.62894663073779,3.1748021039363987,5.886642611276964,2.378414230005442
30,10278,2012-08-12,2012-09-09,64,1488.8,0.0,BERGS,Berglunds snabbköp,Luleå,Northern Europe,Sweden,Luleå,Northern Europe,Sweden,8,2026-03-05,Seattle,North America,USA,2.0,0.0,7.305725705328041,4.1588830833596715,38.58497116754138,8.0,11.418580554221988,3.9999999999999996,6.211680220966094,2.8284271247461903
31,10279,2012-08-13,2012-09-10,15,351.0,0.25,LEHMS,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,Germany,Frankfurt a.M.,Western Europe,Germany,8,2026-03-05,Seattle,North America,USA,2.0,0.25,5.860786223465865,2.70805020110221,18.734993995195193,3.872983346207417,7.054004063162272,2.46621207433047,4.328393927913123,1.9679896712654303
32,10280,2012-08-14,2012-09-11,62,613.2,0.0,BERGS,Berglunds snabbköp,Luleå,Northern Europe,Sweden,Luleå,Northern Europe,Sweden,2,2024-08-14,Tacoma,North America,USA,,0.0,6.418691146997659,4.127134385045092,24.76287543884999,7.874007874011811,8.495730266190803,3.9578916096804053,4.976231047575061,2.806066263296683
33,10281,2012-08-14,2012-08-28,11,86.5,0.0,ROMEY,Romero y tomillo,Madrid,Southern Europe,Spain,Madrid,Southern Europe,Spain,4,2025-05-03,Redmond,North America,USA,2.0,0.0,4.460144413937834,2.3978952727983707,9.300537618869138,3.3166247903554,4.422542710916331,2.2239800905693152,3.0496782812075667,1.8211602868378718
34,10282,2012-08-15,2012-09-12,8,155.39999999999998,0.0,ROMEY,Romero y tomillo,Madrid,Southern Europe,Spain,Madrid,Southern Europe,Spain,4,2025-05-03,Redmond,North America,USA,2.0,0.0,5.046002437933547,2.0794415416798357,12.465953633797936,2.8284271247461903,5.376302190354528,2.0,3.5307157395913276,1.681792830507429
35,10283,2012-08-16,2012-09-13,76,1414.8000000000002,0.0,LILAS,LILA-Supermercado,Barquisimeto,South America,Venezuela,Barquisimeto,South America,Venezuela,3,2024-04-01,Kirkland,North America,USA,2.0,0.0,7.254743457331326,4.330733340286331,37.61382724477795,8.717797887081348,11.226171788194613,4.235823584254893,6.133011270556899,2.9525917237371893
36,10284,2012-08-19,2012-09-16,61,1170.375,0.16393442622950818,LEHMS,Lehmanns Marktstand,Frankfurt a.M.,Western Europe,Germany,Frankfurt a.M.,Western Europe,Germany,4,2025-05-03,Redmond,North America,USA,2.0,0.15,7.065079489259054,4.110873864173311,34.2107439264334,7.810249675906654,10.538408088079715,3.9364971831021727,5.848995121081347,2.794682392671241
37,10285,2012-08-20,2012-09-17,121,1743.36,0.19999999999999998,QUICK,QUICK-Stop,Cunewalde,Western Europe,Germany,Cunewalde,Western Europe,Germany,1,2024-05-01,Seattle,North America,USA,2.0,0.2,7.463569564640983,4.795790545596741,41.75356272223964,11.0,12.035450722944232,4.9460874432487,6.461699677502788,3.3166247903554
38,10286,2012-08-21,2012-09-18,140,3016.0,0.0,QUICK,QUICK-Stop,Cunewalde,Western Europe,Germany,Cunewalde,Western Europe,Germany,8,2026-03-05,Seattle,North America,USA,2.0,0.0,8.011686729127847,4.941642422609304,54.91812087098393,11.832159566199232,14.448090247806519,5.1924941018511035,7.410676141283191,3.439790628250393
39,10287,2012-08-22,2012-09-19,75,818.9999999999999,0.11,RICAR,Ricardo Adocicados,Rio de Janeiro,South America,Brazil,Rio de Janeiro,South America,Brazil,8,2026-03-05,Seattle,North America,USA,2.0,0.1,6.708084083853069,4.31748811353631,28.618176042508367,8.660254037844387,9.35609523735209,4.217163326508746,5.349595876560057,2.942830956382712
40,10288,2012-08-23,2012-09-20,13,80.1,0.1,REGGC,Reggiani Caseifici,Reggio Emilia,Southern Europe,Italy,Reggio Emilia,Southern Europe,Italy,4,2025-05-03,Redmond,North America,USA,2.0,0.1,4.383275854074314,2.5649493574615367,8.949860334105779,3.605551275463989,4.3106639947569185,2.3513346877207573,2.991631717659408,1.8988289221159418
41,10289,2012-08-26,2012-09-23,39,479.4,0.0,BSBEV,B's Beverages,London,British Isles,UK,London,British Isles,UK,7,2026-01-02,London,British Isles,UK,5.0,0.0,6.172535322000284,3.6635616461296463,21.895204954510017,6.244997998398398,7.826471532362945,3.3912114430141664,4.679231235417846,2.4989993994393833
42,10290,2012-08-27,2012-09-24,60,2169.0,0.0,COMMI,Comércio Mineiro,Sao Paulo,South America,Brazil,Sao Paulo,South America,Brazil,8,2026-03-05,Seattle,North America,USA,2.0,0.0,7.682021510826875,4.0943445622221,46.57252408878007,7.745966692414834,12.94453688458296,3.9148676411688634,6.824406500845335,2.7831576837137404
43,10291,2012-08-27,2012-09-24,46,497.52000000000004,0.1,QUEDE,Que Delícia,Rio de Janeiro,South America,Brazil,Rio de Janeiro,South America,Brazil,6,2025-10-17,London,British Isles,UK,5.0,0.1,6.209635756795634,3.828641396489095,22.305156354529327,6.782329983125268,7.923860988603349,3.583047871015946,4.722833509084279,2.604290687140218
44,10292,2012-08-28,2012-09-25,20,1296.0,0.0,TRADH,Tradição Hipermercados,Sao Paulo,South America,Brazil,Sao Paulo,South America,Brazil,1,2024-05-01,Seattle,North America,USA,2.0,0.0,7.16703787691222,2.995732273553991,36.0,4.47213595499958,10.902723556992836,2.7144176165949063,6.0,2.114742526881128
45,10293,2012-08-29,2012-09-26,33,848.7,0.0,TORTU,Tortuga Restaurante,México D.F.,Central America,Mexico,México D.F.,Central America,Mexico,1,2024-05-01,Seattle,North America,USA,2.0,0.0,6.743705766975631,3.4965075614664802,29.132456127144515,5.744562646538029,9.467850697193645,3.207534329995826,5.397449038864981,2.39678172692843
46,10294,2012-08-30,2012-09-27,75,1887.6000000000001,0.0,RATTC,Rattlesnake Canyon Grocery,Albuquerque,North America,USA,Albuquerque,North America,USA,4,2025-05-03,Redmond,North America,USA,2.0,0.0,7.5430614598522325,4.31748811353631,43.4465188478893,8.660254037844387,12.358620304516593,4.217163326508746,6.591397336520481,2.942830956382712
47,10295,2012-09-02,2012-09-30,4,121.6,0.0,VINET,Vins et alcools Chevalier,Reims,Western Europe,France,Reims,Western Europe,France,2,2024-08-14,Tacoma,North America,USA,,0.0,4.800736969532067,1.3862943611198906,11.027239001672177,2.0,4.954249318520683,1.5874010519681994,3.3207286853448563,1.4142135623730951
48,10296,2012-09-03,2012-10-01,57,1050.6,0.0,LILAS,LILA-Supermercado,Barquisimeto,South America,Venezuela,Barquisimeto,South America,Venezuela,6,2025-10-17,London,British Isles,UK,5.0,0.0,6.957116708519861,4.04305126783455,32.41296037081463,7.54983443527075,10.165899192565572,3.8485011312768047,5.693238127007743,2.7476962050544724
49,10297,2012-09-04,2012-10-16,80,1420.0,0.0,BLONP,Blondesddsl père et fils,Strasbourg,Western Europe,France,Strasbourg,Western Europe,France,5,2025-10-17,London,British Isles,UK,2.0,0.0,7.258412150595307,4.382026634673881,37.68288736283355,8.94427190999916,11.239908646142265,4.308869380063767,6.1386388851954425,2.990697562442441
50,10298,2012-09-05,2012-10-03,125,2645.0,0.14,HUNGO,Hungry Owl All-Night Grocers,Cork,British Isles,Ireland,Cork,British Isles,Ireland,6,2025-10-17,London,British Isles,UK,5.0,0.15,7.8804263442924,4.8283137373023015,51.42956348249516,11.180339887498949,13.829566239281982,5.0,7.171440823327985,3.34370152488211
51,10299,2012-09-06,2012-10-04,35,349.5,0.0,RICAR,Ricardo Adocicados,Rio de Janeiro,South America,Brazil,Rio de Janeiro,South America,Brazil,4,2025-05-03,Redmond,North America,USA,2.0,0.0,5.856503561673865,3.5553480614894135,18.694919095839918,5.916079783099616,7.043941276229405,3.2710663101885897,4.323762146076021,2.4322992790977875
52,10300,2012-09-09,2012-10-07,50,608.0,0.0,MAGAA,Magazzini Alimentari Riuniti,Bergamo,Southern Europe,Italy,Bergamo,Southern Europe,Italy,2,2024-08-14,Tacoma,North America,USA,,0.0,6.410174881966167,3.912023005428146,24.657656011875904,7.0710678118654755,8.471647168509785,3.6840314986403864,4.965647592396777,2.6591479484724942
53,10301,2012-09-09,2012-10-07,30,755.0,0.0,WANDK,Die Wandernde Kuh,Stuttgart,Western Europe,Germany,Stuttgart,Western Europe,Germany,8,2026-03-05,Seattle,North America,USA,2.0,0.0,6.626717749249025,3.4011973816621555,27.477263328068172,5.477225575051661,9.105748491234571,3.1072325059538586,5.241875935966834,2.340347319320716
54,10302,2012-09-10,2012-10-08,80,2708.7999999999997,0.0,SUPRD,Suprêmes délices,Charleroi,Western Europe,Belgium,Charleroi,Western Europe,Belgium,4,2025-05-03,Redmond,North America,USA,2.0,0.0,7.904261011378871,4.382026634673881,52.04613338183731,8.94427190999916,13.9398782364056,4.308869380063767,7.214300616264706,2.990697562442441
55,10303,2012-09-11,2012-10-09,85,1117.8000000000002,0.1,GODOS,Godos Cocina Típica,Sevilla,Southern Europe,Spain,Sevilla,Southern Europe,Spain,7,2026-01-02,London,British Isles,UK,5.0,0.1,7.019117746835598,4.442651256490317,33.43351611781208,9.219544457292887,10.378184051999094,4.396829672158179,5.782172266355619,3.036370276710811
56,10304,2012-09-12,2012-10-10,42,954.4,0.0,TORTU,Tortuga Restaurante,México D.F.,Central America,Mexico,México D.F.,Central America,Mexico,1,2024-05-01,Seattle,North America,USA,2.0,0.0,6.861082870783706,3.7376696182833684,30.893364983439405,6.48074069840786,9.845629228859025,3.4760266448864496,5.558180006390527,2.5457298950218306
57,10305,2012-09-13,2012-10-11,80,3741.3,0.1,OLDWO,Old World Delicatessen,Anchorage,North America,USA,Anchorage,North America,USA,8,2026-03-05,Seattle,North America,USA,2.0,0.1,8.22718842359481,4.382026634673881,61.166167118759375,8.94427190999916,15.52413859410322,4.308869380063767,7.820880201023371,2.990697562442441
58,10306,2012-09-16,2012-10-14,25,498.5,0.0,ROMEY,Romero y tomillo,Madrid,Southern Europe,Spain,Madrid,Southern Europe,Spain,1,2024-05-01,Seattle,North America,USA,2.0,0.0,6.211603589401893,3.2188758248682006,22.327113561766108,5.0,7.929060304321038,2.924017738212866,4.7251575171380376,2.23606797749979
59,10307,2012-09-17,2012-10-15,13,424.0,0.0,LONEP,Lonesome Pine Restaurant,Portland,North America,USA,Portland,North America,USA,2,2024-08-14,Tacoma,North America,USA,,0.0,6.049733455231958,2.5649493574615367,20.591260281974,3.605551275463989,7.512571508442143,2.3513346877207573,4.537759390048573,1.8988289221159418
60,10308,2012-09-18,2012-10-16,6,88.8,0.0,ANATR,Ana Trujillo Emparedados y helados,México D.F.,Central America,Mexico,México D.F.,Central America,Mexico,7,2026-01-02,London,British Isles,UK,5.0,0.0,4.486386649998124,1.791759469228055,9.423375191511797,2.449489742783178,4.461398208951239,1.8171205928321397,3.0697516498100943,1.5650845800732873
61,10309,2012-09-19,2012-10-17,75,1762.0,0.0,HUNGO,Hungry Owl All-Night Grocers,Cork,British Isles,Ireland,Cork,British Isles,Ireland,3,2024-04-01,Kirkland,North America,USA,2.0,0.0,7.474204806496124,4.31748811353631,41.97618372363071,8.660254037844387,12.07819308382914,4.217163326508746,6.478902972234629,2.942830956382712
62,10310,2012-09-20,2012-10-18,15,336.0,0.0,THEBI,The Big Cheese,Portland,North America,USA,Portland,North America,USA,8,2026-03-05,Seattle,North America,USA,2.0,0.0,5.817111159963204,2.70805020110221,18.33030277982336,3.872983346207417,6.952053289772898,2.46621207433047,4.281390285856145,1.9679896712654303
63,10312,2012-09-23,2012-10-21,58,1614.8,0.0,WANDK,Die Wandernde Kuh,Stuttgart,Western Europe,Germany,Stuttgart,Western Europe,Germany,2,2024-08-14,Tacoma,North America,USA,,0.0,7.386966388978785,4.060443010546419,40.1845741547674,7.615773105863909,11.732023212305753,3.8708766406277966,6.339130394207663,2.7596690210718946
64,10313,2012-09-24,2012-10-22,12,182.39999999999998,0.0,QUICK,QUICK-Stop,Cunewalde,Western Europe,Germany,Cunewalde,Western Europe,Germany,2,2024-08-14,Tacoma,North America,USA,,0.0,5.2062020776402305,2.4849066497880004,13.505554412907305,3.4641016151377544,5.671199756070764,2.2894284851066637,3.6749903963013706,1.8612097182041991
65,10314,2012-09-25,2012-10-23,95,2094.3,0.1,RATTC,Rattlesnake Canyon Grocery,Albuquerque,North America,USA,Albuquerque,North America,USA,1,2024-05-01,Seattle,North America,USA,2.0,0.1,7.646974647644465,4.553876891600541,45.76352259168868,9.746794344808963,12.794194958848296,4.562902635386966,6.764874174120956,3.121985641352145
66,10315,2012-09-26,2012-10-24,44,516.8,0.0,ISLAT,Island Trading,Cowes,British Isles,UK,Cowes,British Isles,UK,4,2025-05-03,Redmond,North America,USA,2.0,0.0,6.247655952468392,3.784189633918261,22.733235581412515,6.6332495807108,8.024922279375266,3.530348335326063,4.767938294631393,2.5755095769013945
67,10316,2012-09-27,2012-10-25,80,2835.0,0.0,RATTC,Rattlesnake Canyon Grocery,Albuquerque,North America,USA,Albuquerque,North America,USA,1,2024-05-01,Seattle,North America,USA,2.0,0.0,7.949797216161852,4.382026634673881,53.24471804789655,8.94427190999916,14.153081940949598,4.308869380063767,7.296897837293362,2.990697562442441
68,10317,2012-09-30,2012-10-28,20,288.0,0.0,LONEP,Lonesome Pine Restaurant,Portland,North America,USA,Portland,North America,USA,6,2025-10-17,London,British Isles,UK,5.0,0.0,5.662960480135946,2.995732273553991,16.97056274847714,4.47213595499958,6.603854497789253,2.7144176165949063,4.119534287814235,2.114742526881128
69,10318,2012-10-01,2012-10-29,26,240.4,0.0,ISLAT,Island Trading,Cowes,British Isles,UK,Cowes,British Isles,UK,8,2026-03-05,Seattle,North America,USA,2.0,0.0,5.4823042026610525,3.258096538021482,15.504837954651444,5.0990195135927845,6.217915576199128,2.9624960684073702,3.9376183099243436,2.2581008643532257
70,10319,2012-10-02,2012-10-30,52,1191.1999999999998,0.0,TORTU,Tortuga Restaurante,México D.F.,Central America,Mexico,México D.F.,Central America,Mexico,7,2026-01-02,London,British Isles,UK,5.0,0.0,7.082716481369799,3.9512437185814275,34.513765369776735,7.211102550927978,10.600545836375428,3.7325111568172478,5.874841731466196,2.68534961428265
71,10320,2012-10-03,2012-10-17,30,516.0,0.0,WARTH,Wartian Herkku,Oulu,Scandinavia,Finland,Oulu,Scandinavia,Finland,5,2025-10-17,London,British Isles,UK,2.0,0.0,6.246106765481563,3.4011973816621555,22.715633383201094,5.477225575051661,8.020779314116801,3.1072325059538586,4.76609204518766,2.340347319320716
72,10321,2012-10-03,2012-10-31,10,144.0,0.0,ISLAT,Island Trading,Cowes,British Isles,UK,Cowes,British Isles,UK,3,2024-04-01,Kirkland,North America,USA,2.0,0.0,4.969813299576001,2.302585092994046,12.0,3.1622776601683795,5.241482788417793,2.154434690031884,3.4641016151377544,1.7782794100389228
73,10322,2012-10-04,2012-11-01,20,112.0,0.0,PERIC,Pericles Comidas clásicas,México D.F.,Central America,Mexico,México D.F.,Central America,Mexico,7,2026-01-02,London,British Isles,UK,5.0,0.0,4.718498871295094,2.995732273553991,10.583005244258363,4.47213595499958,4.820284528350459,2.7144176165949063,3.2531531233955713,2.114742526881128
74,10323,2012-10-07,2012-11-04,13,164.4,0.0,KOENE,Königlich Essen,Brandenburg,Western Europe,Germany,Brandenburg,Western Europe,Germany,4,2025-05-03,Redmond,North America,USA,2.0,0.0,5.10230248262208,2.5649493574615367,12.821856339859686,3.605551275463989,5.4781502272614,2.3513346877207573,3.580761977548869,1.8988289221159418
75,10324,2012-10-08,2012-11-05,241,5275.715,0.13132780082987552,SAVEA,Save-a-lot Markets,Boise,North America,USA,Boise,North America,USA,9,2026-11-15,London,British Isles,UK,5.0,0.15,8.570869494182567,5.484796933490655,72.63411732787837,15.524174696260024,17.408463535729872,6.223084253206058,8.522565184724513,3.9400729303224864
76,10325,2012-10-09,2012-10-23,71,1497.0,0.0,KOENE,Königlich Essen,Brandenburg,Western Europe,Germany,Brandenburg,Western Europe,Germany,1,2024-05-01,Seattle,North America,USA,2.0,0.0,7.311218384419629,4.2626798770413155,38.691084244306204,8.426149773176359,11.439505903970314,4.140817749422853,6.22021577152322,2.9027831081870996
77,10326,2012-10-10,2012-11-07,90,982.0,0.0,BOLID,Bólido Comidas preparadas,Madrid,Southern Europe,Spain,Madrid,Southern Europe,Spain,4,2025-05-03,Redmond,North America,USA,2.0,0.0,6.889591308354466,4.499809670330265,31.336879231984796,9.486832980505138,9.939636356221657,4.481404746557164,5.597935265076294,3.080070288241023
78,10327,2012-10-11,2012-11-08,140,1810.0,0.2,FOLKO,Folk och fä HB,Bräcke,Northern Europe,Sweden,Bräcke,Northern Europe,Sweden,2,2024-08-14,Tacoma,North America,USA,,0.2,7.501082124259871,4.941642422609304,42.5440947723653,11.832159566199232,12.18688907741976,5.1924941018511035,6.522583443112499,3.439790628250393
